,0
a_0,2.894813540888428
a_1,0.8194623925533865
omega_0,1.0000985185910904
omega_1,2.00005052132608
c,-2023725.3808238308
p_1,3064.626604564933
p_2,-1.547438467699873
p_3,0.00026057440574472386
