,year,month,decimal,average,average_unc,trend,trend_unc
0,0.2622022120425379,0.31512784001981725,0.2635134036228309,0.4090669542877764,0.0037406596640461994,0.3974052228030113,0.00177162563974656
1,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.4122609733957184,0.0037472134708735633,0.39859529036064284,0.0017653919667587415
2,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.4166024366466276,0.0037472134708735633,0.4000625425642382,0.0017588401060126295
3,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.4220457592686682,0.0037472134708735633,0.4018448946877066,0.0017519664877143268
4,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.42810284546624566,0.003749992283942679,0.40354891442180646,0.0017447673091168813
5,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.4333685690134856,0.0037079041574372903,0.4047441543712338,0.0017266296649832004
6,0.26614532371118854,0.31512784001981725,0.2635134036228309,0.4359522248608338,0.00367416373705183,0.4055458587120801,0.0017077573554768214
7,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.4337031432157082,0.0034144301623160096,0.4057367577738013,0.0016881257413233525
8,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.4278740271409936,0.0030617771255704858,0.4060374907857784,0.0016677080080157915
9,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.4230201323901822,0.002958470262871725,0.407490330491957,0.0016464749101123982
10,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.42116515788928616,0.0027942980964549675,0.40924346635828457,0.0016243944740756192
11,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.4217781027953978,0.002737249481180373,0.41076493570825545,0.0016014316511588414
12,0.2622022120425379,0.31512784001981725,0.2635134036228309,0.42384873965696335,0.002735060429964127,0.41211211834921535,0.001589607452125163
13,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.4271789388247775,0.00274088345787077,0.41364401937960904,0.0015775479097027158
14,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.43149478392356116,0.002763183885517789,0.4153857777856314,0.0015736362408506352
15,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.4362494643422373,0.0027532703618034287,0.41671425554624697,0.0015696779570628142
16,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.4414669684148395,0.0027415590151104413,0.41785857744067023,0.001569677957062814
17,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.446553468178369,0.0027461673629233132,0.4192583495380948,0.0015696779570628142
18,0.26614532371118854,0.31512784001981725,0.2635134036228309,0.44941210337218046,0.0027461673629233132,0.4206329696289734,0.001569217043505974
19,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.4484917522673654,0.002688700205730698,0.42196130763245204,0.001569217043505974
20,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.4446671788451781,0.002591653268990022,0.4235987947207697,0.001569217043505974
21,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.4404859400344755,0.002597173944887019,0.42517078261161595,0.001569217043505974
22,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.43843919764857037,0.002590000357500333,0.4265038890339819,0.001569217043505974
23,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.4389504131674868,0.002567052189661216,0.4277494233929052,0.001569677957062814
24,0.2622022120425379,0.31512784001981725,0.2635134036228309,0.4409229773903155,0.002574402124046727,0.42892623193520074,0.0015701018780344819
25,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.44392827248454336,0.0025809128445399136,0.43020847417269686,0.001570488836377128
26,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.44777528673142214,0.002586456445495351,0.4315389122808046,0.0015667257672067661
27,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.45257023984210526,0.0025917872426399337,0.4331016677751652,0.0015628055256848533
28,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.45803066212004795,0.0025855725062711326,0.4346660393229964,0.0015587269259333494
29,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.4627920683776254,0.002572006980435202,0.43572979543477347,0.0015544887214724928
30,0.26614532371118854,0.31512784001981725,0.2635134036228309,0.4651486320974508,0.0025783890858010116,0.4365470359346554,0.001550089603144856
31,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.4636951224768234,0.002563081460678547,0.43740516961669224,0.001545528196898202
32,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.45901619106237124,0.002536664020293553,0.4381843377290183,0.0015408030614176733
33,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.45374374268718876,0.0025373939496175116,0.4385123483205799,0.0015359126855969962
34,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.45063529840032707,0.002535671435661495,0.43856427369811124,0.0015308554858374185
35,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.44983740060066885,0.002535671435661495,0.4383814358244005,0.0015305341297149246
36,0.2622022120425379,0.31512784001981725,0.2635134036228309,0.4503273623437321,0.0025348953517738055,0.4380565306830547,0.001530174887124078
37,0.2634133141549114,0.31512784001981725,0.2635142820642779,0.4519325106838,0.0025348953517738055,0.4379692496710327,0.001530174887124078
38,0.2644000896509065,0.31512784001981725,0.2635142820642779,0.45428388293697625,0.002530359639934096,0.43786048316776355,0.0015259901157390681
39,0.2651650429449553,0.31512784001981725,0.2635134036228309,0.4570944057582229,0.002518438945502198,0.43738512354250947,0.0015128883033847932
40,0.2657100898570693,0.31512784001981725,0.2635142820642779,0.4605313092565537,0.0025063692014693434,0.43689410101039955,0.0014995176693659666
41,0.2660365820013536,0.31512784001981725,0.2635142820642779,0.46359390055266,0.0024817738391902052,0.4362532423205416,0.001471881511938099
